carroceria,color,combustible,fecha,marca,modelo,precio,odometro
Utilitario,Blanco,Diesel,2016,Peugeot,Partner Maxi,209800,85000
Camioneta SUV,Blanco,Gasolina,2023,Buick,Enclave,799000,36265
Todoterreno Ligero,Blanco,Gasolina,2020,Mercedes Benz,GLB 250,620000,70769
Camioneta SUV,Plata,Gasolina,2023,Seat,Ateca,525000,8885
Utilitario,Blanco,Gasolina,2015,Nissan,D21 Estacas,298000,142064
Coupé,Rojo,Gasolina,2017,Nissan,370Z,435000,42000
Pickup,Plata,Gasolina,2022,Ford,Lobo,1119900,26723
Camioneta SUV,Negro,Gasolina,2019,Volvo,XC60,496000,93000
Coupé,Blanco,Gasolina,2020,BMW,Serie M,1600000,37000
Coupé,Negro,Híbrido,2023,Mercedes Benz,Clase GLE,1379000,28000
Mini van (MPV),Blanco,Gasolina,2023,Volvo,XC 60,995000,17720
Hatchback (3 Puertas),Rojo,Gasolina,2011,Volkswagen,Beetle Sport,169850,96000
Camioneta SUV,Blanco,Gasolina,2021,Jeep,Compass,399900,26000
Van Pasajeros,Blanco,Gasolina,2024,GAC,GN8,780000,1810
Pickup,Blanco,Gasolina,2018,Dodge,Ram 1500,375000,76396
Sedán,Blanco,Gasolina,2021,Ford,Figo Impulse,189000,75000
Camioneta SUV,Gris,Gasolina,2021,Jeep,Grand Cherokee Limited,699900,57682
Sedán,Negro,Gasolina,2018,Smart,Otro Modelo,210000,51000
Camioneta Chasis,Blanco,Gasolina,2021,RAM,4000,849000,97470
Sedán,Rojo,Gasolina,2022,Chevrolet,Cavalier,259000,1
Pickup,Plata,Diesel,2018,Nissan,Frontier,349000,149427
Mini van (MPV),Gris,Gasolina,2024,Mini,Cooper Countryman,839900,9572
Camioneta SUV,Rojo,Gasolina,2019,Renault,Captur,252999,81000
Camioneta SUV,Blanco,Gasolina,2024,MG,RX5,430000,56000
Sedán,Blanco,Gasolina,2012,Chevrolet,Sonic,125000,99800
Camioneta SUV,Rojo,Gasolina,2019,Peugeot,2008,269750,48000
Sedán,Gris,Gasolina,2011,BMW,Serie 3,225000,79000
Camioneta SUV,Blanco,Gasolina,2024,Nissan,X-Trail,680000,485
Camioneta SUV,Blanco,Gasolina,2016,Jeep,Wrangler Unlimited Sport,500000,114263.14
Sedán,Plata,Gasolina,2022,Toyota,Corolla,295000,84558
Camioneta SUV,Plata,Gasolina,2022,Volkswagen,TIGUAN R-LINE,545000,32000
Camioneta SUV,Verde,Gasolina,2022,Audi,Q2,558000,52362
Camioneta SUV,Blanco,Gasolina,2018,Volkswagen,Tiguan,344500,67000
Camioneta SUV,Blanco,Gasolina,2019,Buick,Enclave,480000,67469
Sedán,Blanco,Gasolina,2023,Chevrolet,Onix,268000,45616
Hatchback (5 Puertas),Blanco,Gasolina,2025,Chevrolet,Aveo,270000,40
Sedán,Gris,Gasolina,2017,Nissan,Versa,178000,97400
Van,Blanco,Gasolina,2023,Ford,Transit,298000,40000
Hatchback (5 Puertas),Negro,Gasolina,2020,Chevrolet,Spark,218900,53713
Camioneta SUV,Negro,Gasolina,2020,Porsche,Cayenne,1539900,38229
Camioneta SUV,Blanco,Gasolina,2023,Chirey,TIGGO 4 PRO1.5T Premium,330000,38000
Camioneta SUV,Negro,Gasolina,2024,Ford,Bronco Sport,810000,0
Pickup,Blanco,Gasolina,2024,Ford,Lobo Raptor,2335900,0
Camioneta SUV,Gris,Gasolina,2019,JAC,SEI 3,235000,47000
Camioneta SUV,Blanco,Gasolina,2021,Chevrolet,Tahoe,1900000,16000
Convertible,Blanco,Gasolina,2015,Cadillac,Escalade ESV,1120000,71000
Utilitario,Blanco,Diesel,2024,Volkswagen,Crafter,1142416,45
Pickup,Blanco,Gasolina,2018,Chevrolet,Silverado 2500,479000,89000
Camioneta SUV,Negro,Gasolina,2017,Volkswagen,Touareg,430000,130198
Pickup,Tinto,Gasolina,2021,Chevrolet,Colorado,584900,50789
Pickup,Blanco,Gasolina,2018,Ford,Lobo Platinium,684900,68000
Camioneta SUV,Marrón,Gasolina,2019,Jeep,Grand Cherokee,569000,80182
Sedán,Blanco,Gasolina,2020,Tesla,Model Y,689900,69000
Pickup,Gris,Gasolina,2024,Ford,Maverick XLT FWD,629000,4500
Camioneta SUV,Negro,Gasolina,2016,Buick,Encore,245000,115000
Camioneta SUV,Gris,Gasolina,2013,Jeep,Grand Cherokee Limited,293500,90000
Coupé,Blanco,Gasolina,2018,Dodge,Challenger,595000,35000
Camioneta SUV,Blanco,Gasolina,2018,Buick,Enclave,390000,68000
Camioneta SUV,Negro,Híbrido,2020,Porsche,Cayenne,1539900,38000
Hatchback (5 Puertas),Negro,Gasolina,2019,Renault,Kwid Iconic,169800,53000
Camioneta SUV,Gris,Gasolina,2023,Chirey,Tiggo 4 Pro,355000,12000
Camioneta SUV,Rojo,Gasolina,2023,Alfa Romeo,Otro Modelo,825000,21390
Camioneta SUV,Negro,Gasolina,2024,Seat,Arona,385000,18784
Hatchback (5 Puertas),Rojo,Gasolina,2024,Mini,Cooper Classic,599000,15000
Camioneta SUV,Blanco,Gasolina,2011,Audi,Q5,200000,106524
Camioneta SUV,Gris,Gasolina,2021,Seat,Ateca,414900,70793
Sedán,Blanco,Gasolina,2020,Mercedes Benz,A 200,510000,27000
Sedán,Azul,Eléctrico,2024,BYD,Seal AWD,724900,17163
Hatchback (5 Puertas),Blanco,Gasolina,2014,Peugeot,208 GT,185000,88000
Hatchback (5 Puertas),Plata,Gasolina,2022,Volkswagen,Polo Join,318000,18358
Camioneta SUV,Blanco,Gasolina,2013,Ford,Edge SEL,185000,141959
Camioneta SUV,Blanco,Gasolina,2023,Dodge,RAM 700,349900,15700
Camioneta SUV,Azul,Híbrido,2023,BMW,X3,1080000,26709
Camioneta SUV,Café,Gasolina,2019,BMW,X3 iA,419900,73000
Hatchback (5 Puertas),Azul,Gasolina,2018,Seat,Cupra,449850,52000
Hatchback (5 Puertas),Blanco,Gasolina,2020,Mini,Cooper Countryman,538000,73312
Camioneta SUV,Plata,Gasolina,2008,Hummer,H3,250000,205000
Sedán,Tinto,Gasolina,2019,Ford,Fusion,269900,71700
Mini van (MPV),Blanco,Diesel,2017,Peugeot,Partner,229900,62000
Pickup,Rojo,Diesel,2020,Toyota,Hilux,614900,63000
Coupé,Blanco,Gasolina,2023,Dodge,Challenger,839900,13000
Sedán,Blanco,Gasolina,2019,Volvo,Otro Modelo,660000,68559
Camioneta SUV,Blanco,Gasolina,2013,Renault,Stepway,134800,97000
Sedán,Blanco,Gasolina,2015,Nissan,Tiida,135500,84000
Sedán,Blanco,Gasolina,2008,Toyota,Camry,128000,167269
Camioneta SUV,Negro,Gasolina,2020,Acura,MDX,448000,83243
Pickup,Azul,Gasolina,2015,Chevrolet,Silverado,340000,107668
Station Wagon,Gris,Gasolina,2019,Fiat,Palio,189000,35573
Van,Blanco,Diesel,2018,Ford,Transit,359000,57000
Pickup,Blanco,Gasolina,2019,Chevrolet,Silverado,598000,73717
Camioneta SUV,Blanco,Gasolina,2023,Chevrolet,Captiva,369000,26000
Camioneta SUV,Gris,Eléctrico,2024,BYD,Yuan,639900,3563
Camioneta SUV,Café,Gasolina,2021,Suzuki,Ertiga,285000,130516
Camioneta SUV,Gris,Gasolina,2014,Honda,CR-V,258000,82495
Coupé,Negro,Gasolina,2020,Mercedes Benz,Clase S,2298000,8900
Sedán,Negro,Gasolina,2024,MG,GT,349900,27290
Pickup,Blanco,Gasolina,2017,Ford,Raptor,765000,78000
Sedán,Azul,Eléctrico,2025,Hyundai,Ioniq,987100,2175
Hatchback (5 Puertas),Plata,Gasolina,2018,Nissan,March Sense,198000,80462
Camioneta SUV,Rojo,Gasolina,2022,Chevrolet,Groove,289900,34762
Sedán,Negro,Gasolina,2023,Ford,Otro Modelo,580000,29000
Sedán,Blanco,Gasolina,2015,Nissan,X-Trail,220000,103967
Hatchback (5 Puertas),Blanco,Eléctrico,2024,BYD,Dolphin,419000,13000
Utilitario,Blanco,Gasolina,2023,Renault,Kangoo Express,259000,36000
Sedán,Negro,Gasolina,2019,Nissan,Otro Modelo,435000,69684
Sedán,Azul,Gasolina,2022,Chevrolet,Aveo,219000,48000
Camioneta SUV,Gris,Gasolina,2023,Dodge,Journey GT,479000,34923
Station Wagon,Amarillo,Gasolina,1982,Chrysler,Le Baron,89000,51000
Sedán,Gris,Gasolina,2025,Kia,K3,362900,1036
Hatchback (5 Puertas),Amarillo,Gasolina,2023,Audi,A1,473000,44885
Camioneta SUV,Blanco,Gasolina,2013,Honda,CR-V,235900,118000
Hatchback (5 Puertas),Negro,Gasolina,2014,Mercedes Benz,GLA 45 AMG Edition 1,439000,85456
Sedán,Plata,Gasolina,2010,Volkswagen,Bora,136900,125000
Sedán,Blanco,Gasolina,2015,Volkswagen,Passat CC,249000,71000
Camioneta SUV,Dorado,Híbrido,2021,Land Rover,Range Rover Sport,1097000,40872
Sedán,Rojo,Gasolina,2017,Volkswagen,Jetta A6 Sportline,239000,89000
Camioneta SUV,Blanco,Gasolina,2015,Jeep,Rubicon,450000,55200
Camioneta SUV,Blanco,Gasolina,2020,Seat,Tarraco Style,375000,73006
Camioneta SUV,Blanco,Gasolina,2023,Chevrolet,Tracker,330000,66527
Camioneta SUV,Negro,Gasolina,2022,Kia,Seltos,349000,51000
Camioneta SUV,Rojo,Gasolina,2020,Ford,Territory Titanium,498000,20000
Sedán,Rojo,Gasolina,2025,Volkswagen,Jetta,470000,2430
Sedán,Blanco,Gasolina,2019,BMW,320i luxury,295000,75000
Camioneta SUV,Negro,Gasolina,2023,Ford,Expedition,1347000,34000
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,189900,45017
Camioneta SUV,Blanco,Gasolina,2014,Toyota,RAV4,274800,108145
Coupé,Blanco,Gasolina,2017,Ferrari,F-430,589000,36579
Sedán,Blanco,Gasolina,2017,Dodge,Attitude,169000,121463
Van,Blanco,Gasolina,2017,Peugeot,Manager Cargo Van,365000,100000
Pickup,Blanco,Gasolina,2024,Ford,F-150,1035000,100
Camioneta SUV,Rojo,Gasolina,2023,Chevrolet,Groove,309900,31115
Camioneta SUV,Rojo,Gasolina,2023,Seat,Ateca,525000,26100
Pickup,Blanco,Gasolina,2022,Dodge,Ram 2500 Pick Up,2499900,1100
Camioneta SUV,Rojo,Gasolina,2022,Jeep,Sahara,869000,52000
Sedán,Blanco,Gasolina,2011,Mazda,3,139900,68000
Sedán,Negro,Eléctrico,2023,BMW,Serie 3,869000,38791
Hatchback (3 Puertas),Blanco,Gasolina,2004,Renault,Clio,73800,121000
Camioneta SUV,Plata,Gasolina,2021,MG,RX8,449900,24639
Pickup,Blanco,Gasolina,2018,GMC,Sierra Reg Cab,649900,48000
Sedán,Blanco,Gasolina,2020,Audi,A6,798000,22000
Hatchback (5 Puertas),Blanco,Gasolina,2002,Seat,Ibiza,109900,1500000
Sedán,Negro,Gasolina,2022,MG,GT,275800,46362
Sedán,Gris,Gasolina,2011,Toyota,Corolla,168000,129000
Van,Blanco,Gasolina,2018,Chevrolet,Express,379800,98073
Hatchback (5 Puertas),Gris,Gasolina,2023,Cupra,León,624900,21000
Camioneta SUV,Gris,Gasolina,2021,Mazda,CX-5,419000,82000
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,189900,81791
Coupé,Negro,Gasolina,2023,Mercedes Benz,Clase GLE,1379000,4100
Pickup,Negro,Gasolina,2022,RAM,1500,739000,26602
Camioneta SUV,Blanco,Gasolina,2024,Peugeot,2008,419000,17496
Hatchback (5 Puertas),Azul,Gasolina,2024,Seat,Ibiza Xcellence,358500,14500
Camioneta SUV,Negro,Gasolina,2013,Land Rover,Range Rover Evoque,360000,125000
Sedán,Negro,Gasolina,2022,Mercedes Benz,Clase GLE,1180000,72594
Sedán,Blanco,Gasolina,2018,Nissan,Altima,269000,76424
Camioneta SUV,Gris,Gasolina,2014,Dodge,Journey,197800,94169
Camioneta SUV,Negro,Gasolina,2024,MG,RX5,430000,27500
Hatchback (5 Puertas),Blanco,Gasolina,2021,Nissan,March,220000,38180
Hatchback (5 Puertas),Rojo,Gasolina,2017,Seat,León,339000,85000
Pickup,Blanco,Gasolina,2023,Ford,F-150,664900,31615
Pickup,Negro,Gasolina,2020,Ford,Lobo Lariat,690000,71000
Pickup,Gris,Diesel,2020,Volkswagen,Amarok,569000,55000
Camioneta SUV,Blanco,Gasolina,2015,Jeep,Cherokee,229000,85000
Coupé,Blanco,Gasolina,2017,Mercedes Benz,Clase GLC,399900,73000
Camioneta SUV,Negro,Gasolina,2018,Mercedes Benz,Clase G,2299900,45000
Camioneta SUV,Gris,Gasolina,2022,Audi,Q8 S LINE,1249900,43788
Sedán,Negro,Gasolina,2019,Volkswagen,Jetta A7 Comfortline,328000,91311
Camioneta SUV,Azul,Gasolina,2018,Volvo,XC90,589900,39589
Sedán,Azul,Gasolina,2018,Chevrolet,Cavalier,218000,91000
Camioneta SUV,Plata,Gasolina,2022,Jeep,Rubicon,979900,22733
Mini van (MPV),Blanco,Gasolina,2020,Volkswagen,Caddy Maxi Comfortline,359000,78000
Camioneta SUV,Blanco,Gasolina,2018,Chevrolet,Traverse,418000,84000
Camioneta SUV,Naranja,Gasolina,2023,MG,ZS,305000,5475
Hatchback (5 Puertas),Azul,Gasolina,2017,Volkswagen,UP,189000,101915
Camioneta SUV,Blanco,Gasolina,2021,Jeep,Grand Cherokee Summit,1120000,59000
Pickup,Blanco,Gasolina,2017,Ford,F-150,598000,37276
Pickup,Rojo,Gasolina,2018,Chevrolet,Colorado,484900,67888
Camioneta SUV,Blanco,Gasolina,2022,Ford,Lincoln Navigator,1549500,45000
Mini van (MPV),Blanco,Gasolina,2019,Peugeot,5008,340000,59820
Sedán,Plata,Híbrido,2018,Porsche,Panamera,1419900,32300
Camioneta SUV,Negro,Gasolina,2021,Mercedes Benz,GLE,1549000,51124
Camioneta SUV,Blanco,Gasolina,2019,GMC,Terrain,399900,63545
Mini van (MPV),Blanco,Gasolina,2020,Dodge,Grand Caravan,425000,22000
Hatchback (3 Puertas),Blanco,Gasolina,2016,Audi,A1 Cool,292800,42000
Coupé,Negro,Gasolina,2020,BMW,420 I,489900,52566
Camioneta SUV,Blanco,Gasolina,2017,Jaguar,F-Pace,599000,20000
Coupé,Plata,Gasolina,2015,Mercedes Benz,Clase CLS,548000,59463
Pickup,Plata,Gasolina,2018,Chevrolet,Colorado,484900,67000
Pickup,Guinda,Diesel,2012,Dodge,Ram 3500 Pick Up,598000,123456
Pickup,Blanco,Gasolina,2019,RAM,2500,440000,85667
Sedán,Rojo,Gasolina,2014,Volvo,S60,250000,104847
Camioneta SUV,Blanco,Gasolina,2020,Jeep,Renegade,329900,67433
Coupé,Gris,Híbrido,2023,Audi,A5 Coupe,1070000,20000
Sedán,Blanco,Gasolina,2017,Mercedes Benz,Clase C,699800,53000
Sedán,Dorado,Gasolina,2017,Toyota,Camry,250000,102730
Hatchback (5 Puertas),Blanco,Gasolina,2023,Mini,Cooper Countryman,728000,32034
Coupé,Plata,Gasolina,2011,Porsche,BOXSTER S,750000,92000
Camioneta SUV,Rojo,Gasolina,2018,Land Rover,Velar,758000,78100
Camioneta SUV,Blanco,Gasolina,2012,GMC,Acadia,240000,125000
Utilitario,Blanco,Gasolina,2019,Nissan,NP 300,329000,88000
Camioneta SUV,Blanco,Gasolina,2020,Jeep,Renegade,329900,67000
Sedán,Rojo,Gasolina,2018,Volkswagen,Jetta A6 Trendline,255000,78589
Pickup,Blanco,Gasolina,2016,Ford,F-350 Redilas,498000,123456
Camioneta SUV,Gris,Gasolina,2022,Jeep,Rubicon,979900,22000
Camioneta SUV,Blanco,Gasolina,2019,Peugeot,2008,255000,73000
Camioneta SUV,Blanco,Gasolina,2021,BMW,X6,1130000,91000
Coupé,Gris,Gasolina,2018,Porsche,718 Cayman,1485000,27899
Hatchback (5 Puertas),Negro,Gasolina,2018,Volkswagen,Golf GTI,490000,94000
Camioneta SUV,Gris,Gasolina,2021,Jeep,Renegade,359800,37000
Pickup,Blanco,Gasolina,2022,Chevrolet,Silverado 2500,719000,28461
Camioneta SUV,Negro,Gasolina,2024,Honda,Pilot Touring Special Edition,1050000,15000
Sedán,Rojo,Gasolina,2019,Honda,Civic Sedan,372999,98529
Mini van (MPV),Blanco,Gasolina,2019,Toyota,Hiace,599500,1
Camioneta SUV,Negro,Gasolina,2023,Hyundai,Creta,390000,25700
Coupé,Negro,Gasolina,2023,Seat,Leon FR,499999,80021
Camioneta SUV,Plata,Gasolina,2021,Volkswagen,T-CROSS Trendline,289990,106621
Sedán,Blanco,Gasolina,2016,Mercedes Benz,200,325000,78309
Camioneta SUV,Plata,Gasolina,2014,Dodge,Journey SE,169900,96000
Pickup,Blanco,Gasolina,2015,GMC,Sierra,439900,50849
Sedán,Plata,Gasolina,2023,Toyota,Avanza,350000,31011
Camioneta SUV,Blanco,Gasolina,2022,Honda,CR-V,525000,49216
Camioneta SUV,Gris,Gasolina,2016,BMW,X5,449800,112800
Crossover,Negro,Gasolina,2024,Mercedes Benz,Clase GLE,1973000,20422
Convertible,Negro,Gasolina,2018,BMW,Serie M,959000,16457
Coupé,Blanco,Gasolina,1998,Volkswagen,Vocho,119000,100070
Camioneta SUV,Blanco,Gasolina,2023,Chevrolet,Tahoe,1670000,30000
Camioneta SUV,Blanco,Gasolina,2018,Honda,CR-V,389000,62142
Sedán,Negro,Gasolina,2025,Kia,K4,409000,1817
Camioneta SUV,Negro,Gasolina,2020,Toyota,C-HR,379000,76206
Utilitario,Blanco,Gasolina,2015,Volkswagen,Transporter,299900,119000
Camioneta SUV,Blanco,Gasolina,2021,Kia,Soul,275900,17000
Coupé,Blanco,Gasolina,2013,Audi,A5,289000,88000
Sedán,Negro,Gasolina,2024,Nissan,Sentra,389900,16914
Mini van (MPV),Blanco,Gasolina,2014,Chrysler,Town  Country,185800,89000
Sedán,Gris,Gasolina,2022,Dodge,Attitude SE,199000,64619
Pickup,Rojo,Gasolina,2017,Toyota,Tacoma,550000,142000
Hatchback (5 Puertas),Azul,Gasolina,2016,Nissan,Note,185000,114628
Camioneta SUV,Blanco,Gasolina,2018,Ford,Expedition Limited,619900,71661
Coupé,Blanco,Gasolina,2018,Aston Martin,DB9,54564,646
Sedán,Blanco,Gasolina,2022,Chevrolet,Aveo,219000,39000
Pickup,Rojo,Gasolina,2009,Dodge,Ram 2500 Pick Up,249900,141878
Sedán,Blanco,Gasolina,2020,Nissan,Versa,254900,60000
Camioneta SUV,Naranja,Gasolina,2014,Ford,Edge,169950,115000
Sedán,Rojo,Gasolina,2020,Kia,Stinger EX,459000,53000
Utilitario,Blanco,Gasolina,2017,Volkswagen,Transporter,317000,90008
Camioneta SUV,Gris,Gasolina,2015,Jeep,Grand Cherokee,350000,134716
Camioneta SUV,Gris,Gasolina,2017,Suzuki,Vitara,250000,38000
Camioneta SUV,Plata,Gasolina,2011,Ford,Edge,189000,169971
Camioneta SUV,Negro,Gasolina,2018,GMC,Terrain,379900,76355
Sedán,Rojo,Gasolina,2023,Changan,Alsvin 5DCT,199000,38200
Camioneta SUV,Rojo,Gasolina,2017,Ford,Edge,358800,57000
Camioneta SUV,Blanco,Gasolina,2018,Honda,CR-V,389000,90000
Sedán,Blanco,Gasolina,2013,Volkswagen,Jetta,185000,164845
Coupé,Plata,Gasolina,2016,Audi,TT,589900,46400
Sedán,Blanco,Gasolina,2023,Dodge,Attitude,208000,69000
Sedán,Gris,Gasolina,2020,Nissan,Sentra Sense,288000,82000
Hatchback (5 Puertas),Negro,Gasolina,2018,Chevrolet,Spark,159900,78000
Sedán,Gris,Gasolina,2024,Audi,A4,939000,11826
Coupé,Negro,Gasolina,2019,BMW,Serie 8,1398000,14000
Sedán,Rojo,Gasolina,2020,Volkswagen,Vento,229000,51319
Camioneta SUV,Rojo,Gasolina,2024,Renault,Kwid,214900,34900
Camioneta SUV,Gris,Gasolina,2023,Infiniti,QX60,920000,17184
Sedán,Negro,Gasolina,2022,Honda,CR-V,540000,20950
Hatchback (5 Puertas),Blanco,Gasolina,2021,Nissan,March,219900,40000
Pickup,Blanco,Gasolina,2020,Nissan,NP300 Doble Cabina,348900,34554
Pickup,Blanco,Gasolina,2020,Nissan,NP300 Doble Cabina,348900,51889
Camioneta SUV,Blanco,Gasolina,2022,Dodge,Journey,445823,66164
Hatchback (5 Puertas),Azul,Gasolina,2020,Toyota,Prius,350000,160000
Sedán,Azul,Gasolina,2018,Chevrolet,Cruze,225000,69000
Sedán,Gris,Gasolina,2024,Volkswagen,Virtus,313000,25296
Convertible,Gris,Gasolina,2022,BMW,Serie 4,895000,29000
Pickup,Vino,Gasolina,2021,Chevrolet,Colorado,584900,50000
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,190000,134225
Camioneta SUV,Gris,Gasolina,2012,Honda,CR-V,229000,101075
Pickup,Blanco,Gasolina,2024,Ford,Ranger,797000,18000
Sedán,Blanco,Gasolina,2023,Dodge,Attitude,207500,50000
Sedán,Blanco,Gasolina,2018,Chevrolet,Beat,154900,96000
Camioneta SUV,Blanco,Gasolina,2018,Hyundai,Creta,249900,64500
Camioneta SUV,Rojo,Gasolina,2019,Ford,Edge,450000,34149
Sedán,Plata,Gasolina,2023,Mazda,Mazda 3,389000,8800
Camioneta SUV,Blanco,Gasolina,2018,Hyundai,Accent,189900,82000
Camioneta SUV,Blanco,Gasolina,2017,Hyundai,Tucson,285000,77000
Sedán,Rojo,Gasolina,2022,Volkswagen,Vento,255600,58111
Pickup,Verde,Gasolina,2007,Ford,F-150,190000,218000
Van,Blanco,Gasolina,2020,Toyota,Sienna,539800,50229
Sedán,Blanco,Gasolina,2017,Volkswagen,Jetta,225000,84000
Camioneta SUV,Blanco,Híbrido,2019,Nissan,X-Trail,330000,94823
Camioneta SUV,Blanco,Gasolina,2024,Seat,Ateca,429000,8430
Camioneta SUV,Plata,Gasolina,2020,Chevrolet,Trax,279000,122956
Pickup,Rojo,Gasolina,2021,Chevrolet,Cheyenne,899800,46000
Pickup,Blanco,Gasolina,2013,Ford,F-150,298000,137000
Hatchback (5 Puertas),Gris,Gasolina,2020,Toyota,Prius,319000,41871
Sedán,Plata,Gasolina,2020,Kia,Forte,289900,71000
Hatchback (3 Puertas),Blanco,Gasolina,2013,Mini,Cooper,199850,78000
Sedán,Plata,Gasolina,2024,Nissan,Sentra,359000,20414
Camioneta SUV,Rojo,Gasolina,2023,Volkswagen,Taigun,409000,28047
Pickup,Blanco,Gasolina,2019,Toyota,Tacoma,589000,60000
Sedán,Gris,Gasolina,2023,Chevrolet,Cavalier,289800,50788
Hatchback (5 Puertas),Negro,Gasolina,2022,Peugeot,208,269000,18611
Sedán,Negro,Gasolina,2016,Mazda,3,213750,67000
Camioneta SUV,Blanco,Gasolina,2017,Kia,Sorento EX,359000,67000
Mini van (MPV),Azul,Gasolina,2018,Honda,Odyssey,457000,75912
Sedán,Gris,Gasolina,2018,Jeep,Compass,300000,97504
Camioneta SUV,Azul,Gasolina,2021,BMW,X3,629900,47900
Sedán,Blanco,Gasolina,2020,Mercedes Benz,C 200,498000,75000
Sedán,Azul,Gasolina,2022,Honda,Pilot,715000,77919
Camioneta SUV,Rojo,Gasolina,2023,Chevrolet,Captiva,370000,57121
Camioneta SUV,Blanco,Gasolina,2017,Kia,Sorento,380000,145000
Camioneta SUV,Blanco,Híbrido,2024,GWM,Haval H6,579000,4955
Sedán,Negro,Gasolina,2021,Chevrolet,Onix,239900,29000
Hatchback (3 Puertas),Blanco,Gasolina,2022,Kia,Rio,268500,40000
Camioneta SUV,Blanco,Gasolina,2015,Chevrolet,Traverse,264600,154000
Camioneta SUV,Negro,Gasolina,2024,MG,RX5,429000,11500
Camioneta SUV,Blanco,Gasolina,2020,Hyundai,Santa Fe,399800,57000
Camioneta SUV,Negro,Híbrido,2021,BMW,X3,749000,46321
Camioneta SUV,Blanco,Gasolina,2018,Kia,Sportage,339000,89000
Camioneta SUV,Gris,Gasolina,2020,Toyota,Avanza,269900,60530
Camioneta SUV,Blanco,Gasolina,2016,BMW,X5,448000,111729
Camioneta SUV,Rojo,Gasolina,2020,Honda,HRV,329000,82123
Coupé,Negro,Híbrido,2019,Mercedes Benz,Clase C,550000,65000
Camioneta SUV,Gris,Gasolina,2022,Hyundai,Tucson,498000,50000
Sedán,Blanco,Gasolina,2022,Mercedes Benz,CLA 200,659500,28183
Pickup,Gris,Gasolina,2023,RAM,1500,818000,27000
Convertible,Blanco,Gasolina,2021,Mazda,MX-5,360000,34500
Sedán,Azul,Híbrido,2019,Mercedes Benz,Clase C,545000,35000
Camioneta SUV,Plata,Gasolina,2018,Jeep,Wrangler Sahara Unlimited,598000,82000
Hatchback (5 Puertas),Blanco,Gasolina,2020,Nissan,March,199000,48000
Camioneta SUV,Blanco,Gasolina,2018,Mazda,CX-5,299000,107000
Hatchback (5 Puertas),Blanco,Gasolina,2017,Chevrolet,Spark,148000,95557
Coupé,Rojo,Gasolina,2015,Volkswagen,Beetle,248000,121423
Camioneta SUV,Plata,Gasolina,2023,Volkswagen,T-CROSS Trendline,355000,13617
Sedán,Negro,Gasolina,2023,Mercedes Benz,CLA 200,700000,15394
Sedán,Negro,Gasolina,2019,Chevrolet,Aveo,189500,58000
Sedán,Blanco,Gasolina,2020,Nissan,Versa Advance,260000,69000
Pickup,Blanco,Gasolina,2022,RAM,1500,555000,44000
Hatchback (3 Puertas),Plata,Gasolina,2021,Volkswagen,Polo,239000,94520
Hatchback (5 Puertas),Rojo,Gasolina,2022,Suzuki,Swift,249000,85575
Sedán,Rojo,Gasolina,2014,Chevrolet,Aveo,110000,93000
Camioneta SUV,Rojo,Gasolina,2019,Mazda,CX-5,369900,43000
Camioneta SUV,Blanco,Gasolina,2023,Hyundai,Creta,388000,33000
Camioneta SUV,Rojo,Gasolina,2019,Mazda,CX-5,369900,43000
Hatchback (3 Puertas),Azul,Gasolina,2025,Mini,Cooper,711500,100
Hatchback (5 Puertas),Plata,Gasolina,2017,Volkswagen,Gol,159000,74000
Camioneta SUV,Azul,Gasolina,2018,Audi,Q3,359000,128634
Camioneta SUV,Rojo,Gasolina,2023,Seat,Arona,384900,38278
Camioneta SUV,Gris,Gasolina,2023,Renault,Koleos,435000,73066
Camioneta SUV,Negro,Gasolina,2023,Renault,Koleos,439000,18943
Sedán,Plata,Gasolina,2023,Chevrolet,Onix,295000,23431
Hatchback (5 Puertas),Blanco,Gasolina,2021,Nissan,March,205000,28000
Sedán,Blanco,Gasolina,2022,Chevrolet,Cavalier,259900,73000
Pickup,Blanco,Gasolina,2022,Toyota,Hilux,445000,25000
Hatchback (5 Puertas),Blanco,Gasolina,2015,Seat,Ibiza,185000,76000
Camioneta SUV,Blanco,Gasolina,2022,Suzuki,Vitara,288000,40000
Sedán,Negro,Gasolina,2020,Audi,Q5,529900,99603
Sedán,Gris,Gasolina,2023,MG,MG 5,225000,49000
Camioneta SUV,Negro,Gasolina,2021,BMW,X3,627000,30000
Camioneta SUV,Blanco,Gasolina,2022,Ford,Edge,600900,27689
Sedán,Negro,Gasolina,2022,Kia,Rio,280000,59371
Camioneta SUV,Blanco,Gasolina,2019,Volvo,XC40,469900,127000
Camioneta SUV,Blanco,Gasolina,2020,Toyota,C-HR,385000,45295
Mini van (MPV),Blanco,Gasolina,2011,Toyota,Sienna,259900,90000
Camioneta SUV,Blanco,Gasolina,2024,Volkswagen,Taos,488237,18589
Pickup,Plata,Gasolina,2019,Toyota,Tacoma,578000,95000
Mini van (MPV),Rojo,Híbrido,2022,Toyota,Sienna,849000,54869
Camioneta SUV,Blanco,Gasolina,2014,BMW,X6,350000,93000
Camioneta SUV,Negro,Gasolina,2019,Kia,Sorento,360000,70290
